"","BTI","NPN","AGL","MNP","SOL","SBK","NED","ABG","SHP","FSR"
"87115",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,315,NaN
"87122",NaN,260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87125",NaN,453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87126",NaN,216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87127",NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87129",NaN,360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87131",NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87132",NaN,33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87135",NaN,247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87136",NaN,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87144",NaN,NaN,NaN,NaN,NaN,NaN,NaN,489,316,NaN
"87146",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1766,NaN
"87147",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,319,NaN
"87150",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,585,NaN
"87151",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20
"87152",NaN,NaN,NaN,NaN,NaN,2163,NaN,NaN,NaN,240
"87161",NaN,121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87162",NaN,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87165",NaN,145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87169",NaN,42,NaN,NaN,NaN,NaN,NaN,NaN,952,NaN
"87172",NaN,45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87175",NaN,47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87176",NaN,NaN,NaN,NaN,NaN,2660,NaN,NaN,NaN,NaN
"87179",NaN,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87182",NaN,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87185",NaN,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87187",NaN,49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87188",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2130,NaN
"87189",NaN,NaN,NaN,NaN,NaN,358,NaN,NaN,603,NaN
"87190",NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87191",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1039,NaN
"87192",NaN,NaN,NaN,NaN,NaN,1622,NaN,NaN,NaN,NaN
"87199",NaN,NaN,NaN,NaN,NaN,1710,NaN,NaN,NaN,NaN
"87213",NaN,NaN,NaN,NaN,NaN,2000,NaN,NaN,NaN,NaN
"87214",NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87218",NaN,NaN,NaN,NaN,NaN,2445,NaN,NaN,NaN,NaN
"87219",NaN,NaN,NaN,NaN,NaN,855,NaN,NaN,NaN,NaN
"87222",NaN,NaN,NaN,NaN,NaN,3885,NaN,NaN,NaN,NaN
"87224",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,568
"87225",NaN,NaN,5000,NaN,NaN,NaN,NaN,NaN,40,NaN
"87226",NaN,NaN,NaN,NaN,NaN,NaN,380,NaN,NaN,NaN
"87227",NaN,NaN,NaN,NaN,994,NaN,NaN,NaN,NaN,NaN
"87229",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3000,NaN
"87232",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,295,NaN
"87236",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,598,NaN
"87237",NaN,NaN,NaN,NaN,NaN,1387,NaN,NaN,NaN,NaN
"87238",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,300,NaN
"87240",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1386,NaN
"87245",NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87255",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3409
"87261",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2525,NaN
"87263",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
"87265",521,NaN,NaN,665,56,2216,NaN,NaN,1120,4322
"87267",NaN,NaN,NaN,NaN,NaN,NaN,653,NaN,NaN,NaN
"87268",NaN,NaN,NaN,NaN,NaN,2000,NaN,NaN,NaN,NaN
"87270",NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87271",NaN,NaN,115,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87273",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,481,NaN
"87275",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,186,NaN
"87278",NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,NaN,NaN
"87285",NaN,NaN,NaN,NaN,NaN,1606,NaN,NaN,NaN,NaN
"87288",NaN,NaN,NaN,NaN,NaN,NaN,729,NaN,NaN,NaN
"87291",NaN,200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87295",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10000
"87301",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1294
"87302",7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87303",NaN,NaN,NaN,NaN,645,NaN,NaN,NaN,NaN,NaN
"87306",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1526
"87311",NaN,NaN,NaN,NaN,215,NaN,NaN,NaN,NaN,10000
"87319",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,657,NaN
"87322",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,NaN
"87325",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1471,NaN
"87326",NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87335",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6024
"87336",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2967
"87337",NaN,225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87341",NaN,NaN,NaN,NaN,NaN,67,20,38,1472,167
"87347",NaN,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87349",NaN,NaN,NaN,NaN,NaN,NaN,1326,NaN,NaN,NaN
"87355",300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87360",NaN,NaN,NaN,NaN,NaN,1030,NaN,NaN,NaN,NaN
"87361",NaN,NaN,NaN,NaN,NaN,NaN,NaN,487,NaN,NaN
"87367",NaN,NaN,NaN,NaN,NaN,600,NaN,NaN,NaN,20
"87372",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,785
"87375",NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,NaN,NaN
"87383",NaN,NaN,NaN,NaN,NaN,1657,NaN,NaN,NaN,1742
"87384",NaN,NaN,148,NaN,NaN,NaN,NaN,60,NaN,NaN
"87385",NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN
"87386",NaN,NaN,NaN,NaN,NaN,380,NaN,NaN,NaN,NaN
"87390",NaN,NaN,NaN,NaN,36,1178,NaN,210,NaN,NaN
"87394",NaN,NaN,NaN,NaN,997,NaN,NaN,NaN,NaN,NaN
"87395",NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN
"87398",NaN,41,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN
"87401",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2500,NaN
"87402",NaN,NaN,NaN,NaN,NaN,4023,NaN,1237,NaN,11376
"87405",NaN,NaN,NaN,NaN,NaN,NaN,NaN,220,305,NaN
"87413",NaN,132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87415",NaN,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87421",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2937
"87422",NaN,NaN,NaN,NaN,NaN,17,NaN,NaN,NaN,NaN
"87427",NaN,1,NaN,NaN,NaN,7,NaN,NaN,9,NaN
"87441",NaN,NaN,NaN,NaN,NaN,184,NaN,NaN,NaN,NaN
"87446",601,NaN,NaN,NaN,255,NaN,NaN,NaN,NaN,NaN
"87447",NaN,NaN,NaN,NaN,1129,NaN,NaN,NaN,NaN,NaN
"87450",NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN
"87452",NaN,NaN,NaN,NaN,242,NaN,NaN,NaN,NaN,NaN
"87453",NaN,NaN,NaN,NaN,703,NaN,NaN,NaN,NaN,NaN
"87454",NaN,NaN,NaN,NaN,1403,NaN,NaN,NaN,NaN,NaN
"87455",NaN,NaN,NaN,NaN,32,NaN,NaN,NaN,NaN,NaN
"87458",NaN,NaN,NaN,NaN,NaN,2167,NaN,NaN,NaN,NaN
"87478",NaN,166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87480",NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87499",NaN,NaN,NaN,NaN,435,NaN,NaN,NaN,NaN,6499
"87500",NaN,NaN,NaN,NaN,309,NaN,NaN,NaN,400,NaN
"87503",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,805
"87505",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,269,NaN
"87508",245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87511",NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,300
"87512",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6897,NaN
"87513",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3755,NaN
"87514",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3623,NaN
"87515",NaN,NaN,NaN,NaN,NaN,117,NaN,NaN,910,NaN
"87516",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,796,NaN
"87517",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112,NaN
"87519",NaN,72,NaN,NaN,NaN,NaN,NaN,NaN,2763,NaN
"87523",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64,NaN
"87525",NaN,NaN,NaN,NaN,930,NaN,NaN,NaN,350,2250
"87526",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1027,NaN
"87527",NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,112,NaN
"87528",NaN,NaN,NaN,NaN,NaN,529,NaN,NaN,NaN,NaN
"87529",NaN,NaN,NaN,343,NaN,NaN,NaN,NaN,2372,NaN
"87534",NaN,1162,NaN,NaN,NaN,NaN,NaN,NaN,115,NaN
"87535",NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87536",NaN,206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87538",NaN,NaN,NaN,NaN,NaN,77,NaN,NaN,1271,NaN
"87539",NaN,204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87540",NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87541",100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87542",NaN,282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87544",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12439,NaN
"87545",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,310,NaN
"87546",NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87549",NaN,NaN,NaN,2956,NaN,NaN,NaN,NaN,NaN,NaN
"87550",NaN,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87553",NaN,25,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
"87556",NaN,643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87557",NaN,113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87558",NaN,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87561",NaN,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87562",NaN,NaN,2496,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87567",NaN,625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87568",NaN,79,NaN,NaN,NaN,5132,57,NaN,3349,12625
"87569",NaN,31,NaN,NaN,NaN,NaN,NaN,NaN,517,NaN
"87570",NaN,NaN,300,NaN,NaN,683,NaN,NaN,NaN,NaN
"87571",NaN,139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93
"87572",NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87573",NaN,NaN,NaN,NaN,NaN,NaN,180,NaN,NaN,NaN
"87574",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4
"87575",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7
"87577",NaN,529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87578",NaN,238,NaN,NaN,NaN,2409,NaN,NaN,1065,NaN
"87579",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,837,NaN
"87581",NaN,416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87582",NaN,NaN,NaN,NaN,NaN,22,NaN,NaN,NaN,NaN
"87583",NaN,103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87584",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4296
"87586",NaN,107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87587",NaN,93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87588",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2796,NaN
"87589",NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,92,NaN
"87590",NaN,309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87594",NaN,71,NaN,NaN,50,NaN,NaN,NaN,NaN,NaN
"87597",NaN,NaN,NaN,NaN,NaN,NaN,737,NaN,NaN,NaN
"87599",NaN,NaN,NaN,NaN,243,1085,NaN,4,2,1706
"87600",NaN,1,NaN,NaN,NaN,360,NaN,NaN,NaN,NaN
"87603",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2776
"87610",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40
"87614",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2373,3261
"87616",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1860,NaN
"87623",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,650
"87624",300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87625",NaN,NaN,1857,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87627",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,686,NaN
"87632",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3841
"87640",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2227
"87641",NaN,NaN,4,5215,NaN,NaN,NaN,NaN,NaN,NaN
"87646",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,NaN
"87649",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26110
"87653",NaN,69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87659",NaN,NaN,NaN,NaN,NaN,NaN,814,NaN,NaN,NaN
"87670",NaN,440,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87671",NaN,444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87672",NaN,107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5000
"87673",NaN,74,NaN,240,NaN,NaN,NaN,NaN,NaN,NaN
"87674",NaN,68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87678",NaN,206,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87683",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2462,NaN
"87684",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,131,NaN
"87686",50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87690",NaN,3163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87691",NaN,644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87692",NaN,245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87694",NaN,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87697",NaN,508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87699",NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87705",NaN,207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87707",NaN,230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87709",500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87716",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200,NaN
"87725",NaN,NaN,NaN,NaN,NaN,3864,NaN,NaN,NaN,NaN
"87727",NaN,NaN,NaN,NaN,NaN,219,NaN,NaN,NaN,NaN
"87730",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,808,NaN
"87732",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,300,NaN
"87738",NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,347,NaN
"87739",NaN,190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87740",NaN,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87741",NaN,NaN,NaN,NaN,NaN,455,NaN,NaN,NaN,NaN
"87742",NaN,NaN,NaN,NaN,282,NaN,NaN,NaN,NaN,NaN
"87743",NaN,207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87745",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15603
"87759",NaN,367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87760",NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87761",NaN,242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87762",NaN,126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87766",NaN,NaN,NaN,95,NaN,NaN,NaN,NaN,NaN,NaN
"87767",NaN,NaN,NaN,NaN,NaN,NaN,375,NaN,NaN,NaN
"87774",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6000
"87785",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7000
"87786",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,696,9357
"87787",150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87790",NaN,216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8016
"87791",NaN,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3000
"87792",NaN,154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87794",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,665
"87800",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2600
"87808",310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87811",NaN,NaN,NaN,NaN,NaN,1944,NaN,NaN,NaN,20000
"87812",NaN,NaN,NaN,NaN,NaN,218,NaN,NaN,NaN,NaN
"87816",NaN,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87819",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,942
"87833",NaN,NaN,NaN,NaN,NaN,NaN,127,NaN,NaN,NaN
"87851",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6354
"87854",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8408
"87856",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5000
"87857",282,334,1006,360,548,1257,492,1134,463,3120
"87858",NaN,NaN,NaN,NaN,NaN,NaN,39,NaN,NaN,NaN
"87859",150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87860",NaN,NaN,NaN,NaN,NaN,9,2,5,NaN,NaN
"87864",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1869
"87867",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,527
"87872",NaN,1694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87873",NaN,893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87874",NaN,216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5000
"87877",NaN,293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87878",NaN,152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87881",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,816,NaN
"87883",NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10723
"87884",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,435,NaN
"87885",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,712,NaN
"87897",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3000
"87899",1350,527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87901",NaN,607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87902",NaN,576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87904",NaN,300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87910",NaN,257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87913",NaN,NaN,NaN,66,NaN,NaN,2713,NaN,NaN,NaN
"87914",NaN,NaN,NaN,NaN,NaN,NaN,2533,NaN,NaN,NaN
"87916",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2379
"87917",NaN,778,NaN,NaN,NaN,NaN,NaN,NaN,900,NaN
"87918",NaN,203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87920",NaN,178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87921",NaN,161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87923",NaN,575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87924",NaN,305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87928",NaN,462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87932",NaN,NaN,NaN,NaN,NaN,3000,NaN,NaN,NaN,NaN
"87936",NaN,500,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87939",NaN,NaN,NaN,NaN,NaN,NaN,NaN,2541,NaN,NaN
"87940",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5000
"87941",282,845,978,360,683,1257,391,709,1063,3120
"87942",NaN,661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87943",NaN,114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87945",NaN,210,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15411
"87946",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,409
"87947",NaN,599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87951",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1500
"87954",NaN,450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87955",NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87956",NaN,NaN,NaN,NaN,NaN,NaN,NaN,617,NaN,NaN
"87957",NaN,NaN,NaN,NaN,NaN,NaN,656,NaN,NaN,NaN
"87958",NaN,NaN,NaN,NaN,NaN,NaN,250,NaN,NaN,637
"87959",NaN,260,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87963",NaN,NaN,NaN,NaN,NaN,497,NaN,NaN,NaN,NaN
"87965",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640
"87966",NaN,342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87967",NaN,2098,NaN,NaN,NaN,4156,162,664,NaN,9786
"87968",NaN,323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87969",NaN,NaN,NaN,NaN,NaN,323,NaN,NaN,1187,6569
"87970",NaN,NaN,NaN,NaN,NaN,NaN,509,NaN,NaN,NaN
"87971",NaN,NaN,NaN,NaN,NaN,NaN,150,NaN,236,NaN
"87972",NaN,NaN,NaN,NaN,NaN,554,NaN,NaN,NaN,1000
"87973",NaN,1235,NaN,NaN,NaN,150,NaN,NaN,NaN,NaN
"87974",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2272
"87975",100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87978",NaN,NaN,NaN,NaN,NaN,NaN,216,NaN,NaN,NaN
"87979",NaN,498,NaN,NaN,NaN,NaN,126,NaN,NaN,NaN
"87980",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,945
"87981",NaN,377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87984",NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87986",NaN,154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87987",NaN,38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87988",NaN,NaN,NaN,NaN,NaN,2000,NaN,NaN,NaN,NaN
"87989",NaN,NaN,NaN,NaN,NaN,382,1022,NaN,NaN,1625
"87991",NaN,NaN,545,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87992",NaN,NaN,NaN,NaN,NaN,5,1,2,NaN,12
"87994",NaN,338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87996",NaN,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"87998",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,524,NaN
"88001",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1022,NaN
"88009",NaN,996,NaN,NaN,NaN,3025,NaN,NaN,NaN,NaN
"88010",NaN,NaN,NaN,NaN,51,NaN,NaN,NaN,NaN,NaN
"88011",NaN,140,NaN,241,NaN,NaN,NaN,NaN,NaN,NaN
"88012",NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN
"88014",NaN,48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"88017",NaN,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"88024",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,833,NaN
"88030",282,418,978,360,548,3063,622,709,1416,5137
"88031",NaN,148,NaN,NaN,NaN,348,NaN,NaN,NaN,NaN
"88032",NaN,125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"88035",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,897
"88038",NaN,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"88042",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,698,NaN
"88043",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123,NaN
"88044",NaN,NaN,NaN,NaN,146,NaN,NaN,NaN,NaN,NaN
